Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Customer_Activity_Level_Encoded,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fruits,Product_Preference_GoldProds,Product_Preference_MeatProducts,Product_Preference_SweetProducts,Product_Preference_Wines,Total_Spending_Log,Income_Log,Avg_Spending_Per_Purchase_Log
0.23569583676205916,-0.8252176496158384,-0.9298943792539407,0.30703926349227456,0.9837812651523129,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,2.3888463379521307,0.9853447295662141,0.9129741443724456,-1.2645053004571831,-1.759114633956529,1.6794168065208526,1.3135442610892414,0.6212482450794252,0.7711607974657748,1.5617662008753292,-0.31130914143825394,-1.3110390798019713,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.2029091217041135,0.4288741258423622,1.1650884962434727
-0.235454185332179,1.0325587676097676,0.9069340242106335,-0.38366417634974903,-0.8704794810063111,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.13046347152923427,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,1.2357329535285873,-1.06102400562203,1.3963607145959784,0.44654827120027185,-0.9612754470850355,-1.185021791046354,-0.5019124239907221,-0.6830779643611931,-0.9488156195254873,0.7091323499132989,-0.043569274555352575,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,-1.556432405233888,-0.021774200126116985,-1.5293935635530853
0.7739989186443602,-0.8252176496158384,-0.9298943792539407,-0.7980862402549632,0.3627227780575174,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.14690472354413533,-0.03876606758181304,-0.6858866249126978,1.409303937080072,-0.22654074517991973,1.2952370491768512,-0.5426470769248403,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.3176427989998855,-1.06102400562203,-1.2645053004571831,-0.6562831813781285,0.2826732937645306,1.0359258108519531,-0.5019124239907221,0.015174504800669324,0.7249055940750572,-0.5536639956342477,-1.3110390798019713,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0.703988294481195,0.8432091478368602,0.4186553241410244
-1.0223554177564882,1.0325587676097676,-0.9298943792539407,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.5507847897348009,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,-1.2681492860951449,-1.06102400562203,0.06592770706939752,0.44654827120027185,-0.9180943158939959,-0.9074033408090657,-0.5019124239907221,-0.637689738336631,-0.39090854832530586,0.24142999971050377,-0.043569274555352575,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,-1.109699723415808,-1.1218173017237387,-1.2459264899462212
0.24188782026423034,1.0325587676097676,-0.9298943792539407,1.550305455207917,-0.38908486421512983,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767454,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691793,0.06455582323574982,-0.13046347152923427,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,-1.0177610621327717,-1.06102400562203,0.06592770706939752,0.44654827120027185,-0.30525441552885585,0.20307046014008784,-0.5019124239907221,-0.1734330264282536,0.16699852287487563,0.308244621168046,1.223900530691266,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0.2903884335657786,0.4341662192587743,0.12661957223994308
0.41046956464592316,-0.8252176496158384,0.9069340242106335,-1.143437960175975,0.642050518664746,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.36192365400656973,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,0.15071731635830335,-1.06102400562203,0.06592770706939752,0.44654827120027185,0.18302452947751596,1.0359258108519531,-0.5019124239907221,-0.05018454067470002,0.7249055940750572,-0.4133532905734092,-1.3110390798019713,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.6493254266807611,0.5730863321555391,0.32534815290326013
0.13570529027215936,-0.8252176496158384,0.9069340242106335,-0.5218048643181538,-0.20484741828270248,0.9731724163945228,-0.013072475613264588,0.22840146638348202,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691793,0.3722261297210252,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,-0.18313364892486095,0.9129741443724456,0.06592770706939752,-0.6562831813781285,-0.026237875525214806,0.6194981354960204,-0.5019124239907221,-0.0740213690245406,1.0038591296751478,-0.03368902982055209,1.223900530691266,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.5178726722639646,0.34140481231028247,0.28941261994083023
-0.7503875230288662,1.0325587676097676,-0.9298943792539407,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.03053224037003586,-0.9108984919135951,-0.5507847897348009,1.1060873446575836,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,-1.351612027415936,0.9129741443724456,0.06592770706939752,0.44654827120027185,-0.7254400382724343,-0.6297848905717773,-0.5019124239907221,-0.369899204791715,0.7249055940750572,0.007578824609106309,1.223900530691266,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,-0.3296518689621356,-0.6695760776006194,-0.2804230415658494
-0.8743470379142674,1.0325587676097676,-0.9298943792539407,-1.0398324441996714,-0.8615647658805485,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135951,-1.1661254027053516,1.5182709500531897,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,2.3888463379521307,-0.43352187288723415,0.9129741443724456,0.06592770706939752,0.44654827120027185,-0.9297200050608143,-1.04621256592771,0.6212482450794252,-0.6297014105563081,0.7249055940750572,-0.13273188045173218,-0.043569274555352575,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-1.2041344216781944,-0.8630523899240227,-1.2023384783930466
-1.861189415037717,1.0325587676097676,0.9069340242106335,0.6523909834132863,-0.8199627619603229,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.7814660156759023,6.052290609404856,3.5696402183334324,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,-0.41861210749003763,1.5695839188117515,-1.06102400562203,1.3963607145959784,1.5493797237786722,-0.9247375668464636,-1.6014494664022867,0.6212482450794252,0.23739525941692516,3.2354874144758736,2.112239400521684,-0.043569274555352575,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,-1.1620475972415953,-4.205068330397187,0.6903007632779603
